Text Inputs : Specimen label,"G1NC_1_DRY"
"15.25000","-3.82328","-85.25060"
"15.30000","-3.83563","-85.47477"
"15.35000","-3.84844","-85.76623"
"15.40000","-3.86062","-86.02059"
"15.45000","-3.87344","-86.27576"
"15.50000","-3.88625","-86.55075"
"15.55000","-3.89859","-86.80569"
"15.60000","-3.91125","-87.07904"
"15.65000","-3.92375","-87.31052"
"15.70000","-3.93609","-87.54516"
"15.75000","-3.94875","-87.81835"
"15.80000","-3.96125","-88.10327"
"15.85000","-3.97359","-88.33965"
"15.90000","-3.98656","-88.58815"
"15.95000","-3.99859","-88.86775"
"16.00000","-4.01109","-89.06208"
"16.05000","-4.02406","-89.35641"
"16.10000","-4.03625","-89.58506"
"16.15000","-4.04906","-89.83875"
"16.20000","-4.06172","-90.09273"
"16.25000","-4.07391","-90.33457"
"16.30000","-4.08672","-90.57092"
"16.35000","-4.09906","-90.84356"
"16.40000","-4.11156","-91.05287"
"16.45000","-4.12422","-91.31109"
"16.50000","-4.13672","-91.55590"
"16.55000","-4.14906","-91.83314"
"16.60000","-4.16188","-92.06273"
"16.65000","-4.17406","-92.31390"
"16.70000","-4.18672","-92.53314"
"16.75000","-4.19969","-92.78796"
"16.80000","-4.21188","-93.06265"
"16.85000","-4.22453","-93.28421"
"16.90000","-4.23703","-93.55867"
"16.95000","-4.24938","-93.76686"
"17.00000","-4.26219","-94.05770"
"17.05000","-4.27438","-94.30596"
"17.10000","-4.28703","-94.53828"
"17.15000","-4.29969","-94.80436"
"17.20000","-4.31203","-95.04573"
"17.25000","-4.32453","-95.26322"
"17.30000","-4.33734","-95.53626"
"17.35000","-4.34969","-95.78746"
"17.40000","-4.36219","-96.01429"
"17.45000","-4.37500","-96.27200"
"17.50000","-4.38719","-96.52886"
"17.55000","-4.40000","-96.76838"
"17.60000","-4.41234","-97.01109"
"17.65000","-4.42484","-97.22563"
"17.70000","-4.43766","-97.46642"
"17.75000","-4.45000","-97.71510"
"17.80000","-4.46250","-97.92795"
"17.85000","-4.47516","-98.19369"
"17.90000","-4.48734","-98.39780"
"17.95000","-4.50031","-98.65024"
"18.00000","-4.51297","-98.86375"
"18.05000","-4.52531","-99.10415"
"18.10000","-4.53797","-99.34890"
"18.15000","-4.55031","-99.54690"
"18.20000","-4.56281","-99.76853"
"18.25000","-4.57547","-100.06690"
"18.30000","-4.58797","-100.28659"
"18.35000","-4.60031","-100.50229"
"18.40000","-4.61313","-100.76982"
"18.45000","-4.62547","-100.97068"
"18.50000","-4.63797","-101.20902"
"18.55000","-4.65078","-101.47289"
"18.60000","-4.66313","-101.69305"
"18.65000","-4.67594","-101.91428"
"18.70000","-4.68844","-102.10707"
"18.75000","-4.70063","-102.38965"
"18.80000","-4.71328","-102.61677"
"18.85000","-4.72578","-102.82839"
"18.90000","-4.73828","-103.08284"
"18.95000","-4.75094","-103.33481"
"19.00000","-4.76344","-103.57697"
"19.05000","-4.77578","-103.79359"
"19.10000","-4.78859","-104.00996"
"19.15000","-4.80094","-104.24848"
"19.20000","-4.81359","-104.47954"
"19.25000","-4.82625","-104.71048"
"19.30000","-4.83859","-104.90875"
"19.35000","-4.85141","-105.14921"
"19.40000","-4.86375","-105.35849"
"19.45000","-4.87609","-105.59251"
"19.50000","-4.88891","-105.83228"
"19.55000","-4.90125","-106.05072"
"19.60000","-4.91391","-106.24603"
"19.65000","-4.92641","-106.50391"
"19.70000","-4.93875","-106.67283"
"19.75000","-4.95141","-106.94188"
"19.80000","-4.96406","-107.17576"
"19.85000","-4.97641","-107.38922"
"19.90000","-4.98906","-107.62061"
"19.95000","-5.00188","-107.87139"
"20.00000","-5.01406","-108.07676"
"20.05000","-5.02672","-108.29337"
"20.10000","-5.03922","-108.47651"
"20.15000","-5.05172","-108.70687"
"20.20000","-5.06438","-108.95361"
"20.25000","-5.07656","-109.13945"
"20.30000","-5.08938","-109.37648"
"20.35000","-5.10187","-109.62675"
"20.40000","-5.11422","-109.79805"
"20.45000","-5.12703","-110.03974"
"20.50000","-5.13969","-110.25657"
"20.55000","-5.15203","-110.50644"
"20.60000","-5.16469","-110.66784"
"20.65000","-5.17719","-110.88677"
"20.70000","-5.18953","-111.06548"
"20.75000","-5.20234","-111.30652"
"20.80000","-5.21469","-111.54220"
"20.85000","-5.22703","-111.71592"
"20.90000","-5.24000","-111.94176"
"20.95000","-5.25219","-112.16425"
"21.00000","-5.26484","-112.35719"
"21.05000","-5.27750","-112.57694"
"21.10000","-5.28984","-112.77006"
"21.15000","-5.30266","-112.97027"
"21.20000","-5.31516","-113.15724"
"21.25000","-5.32766","-113.40297"
"21.30000","-5.34016","-113.59367"
"21.35000","-5.35250","-113.80798"
"21.40000","-5.36531","-114.02927"
"21.45000","-5.37781","-114.23360"
"21.50000","-5.39016","-114.37380"
"21.55000","-5.40266","-114.62972"
"21.60000","-5.41531","-114.82432"
"21.65000","-5.42766","-115.01003"
"21.70000","-5.44047","-115.19917"
"21.75000","-5.45297","-115.42688"
"21.80000","-5.46531","-115.60018"
"21.85000","-5.47813","-115.83856"
"21.90000","-5.49047","-116.03856"
"21.95000","-5.50297","-116.19896"
"22.00000","-5.51578","-116.42043"
"22.05000","-5.52797","-116.61189"
"22.10000","-5.54063","-116.80270"
"22.15000","-5.55312","-117.03120"
"22.20000","-5.56547","-117.17293"
"22.25000","-5.57812","-117.42107"
"22.30000","-5.59078","-117.61853"
"22.35000","-5.60328","-117.81424"
"22.40000","-5.61594","-117.98654"
"22.45000","-5.62844","-118.18457"
"22.50000","-5.64078","-118.37459"
"22.55000","-5.65359","-118.58432"
"22.60000","-5.66578","-118.77368"
"22.65000","-5.67844","-118.97786"
"22.70000","-5.69125","-119.17994"
"22.75000","-5.70328","-119.36652"
"22.80000","-5.71609","-119.61029"
"22.85000","-5.72859","-119.80362"
"22.90000","-5.74109","-119.97393"
"22.95000","-5.75391","-120.20260"
"23.00000","-5.76625","-120.39609"
"23.05000","-5.77891","-120.60312"
"23.10000","-5.79156","-120.81589"
"23.15000","-5.80391","-121.00546"
"23.20000","-5.81703","-38.14097"
"23.25000","-5.82953","7.91847"
"23.30000","-5.84172","3.14049"
"23.35000","-5.85406","3.35762"
"23.40000","-5.86672","3.35820"
"23.45000","-5.87891","3.36237"
"23.50000","-5.89156","3.35534"
"23.55000","-5.90422","3.34196"
"23.60000","-5.91656","3.36514"
"23.65000","-5.92953","3.35721"
"23.70000","-5.94172","3.35530"
"23.75000","-5.95422","3.35403"
"23.80000","-5.96688","3.35649"
"23.85000","-5.97937","3.36197"
"23.90000","-5.99188","3.33889"
"23.95000","-6.00453","3.33846"
"24.00000","-6.01688","3.33744"
"24.05000","-6.02937","3.33961"
"24.10000","-6.04203","3.35748"
"24.15000","-6.05437","3.36916"
"24.20000","-6.06719","3.38200"
"24.25000","-6.07984","3.35866"
"24.30000","-6.09219","3.36394"
"24.35000","-6.10500","3.35324"
"24.40000","-6.11703","3.35935"
"24.45000","-6.12969","3.36376"
"24.50000","-6.14234","3.39682"
"24.55000","-6.15469","3.34525"
"24.60000","-6.16750","3.36093"
"24.65000","-6.18000","3.36090"
"24.70000","-6.19234","3.36486"
"24.75000","-6.20484","3.35880"
"24.80000","-6.21750","3.33543"
"24.85000","-6.23000","3.36581"
"24.90000","-6.24266","3.36123"
"24.95000","-6.25516","3.34763"
"25.00000","-6.26750","3.31689"
"25.05000","-6.28031","3.35834"
"25.10000","-6.29250","3.33266"
"25.15000","-6.30516","3.35250"
"25.20000","-6.31797","3.36971"
"25.25000","-6.33016","3.38527"
"25.30000","-6.34281","3.38502"
"25.35000","-6.35531","3.37386"
"25.40000","-6.36781","3.38296"
"25.45000","-6.38063","3.40182"
"25.50000","-6.39297","3.37136"
"25.55000","-6.40563","3.36737"
"25.60000","-6.41828","3.37532"
"25.65000","-6.43062","3.36470"
"25.70000","-6.44313","3.37127"
"25.75000","-6.45594","3.38240"
"25.80000","-6.46828","3.35072"
"25.85000","-6.48078","3.39849"
"25.90000","-6.49328","3.40897"
"25.95000","-6.50547","3.36296"
"26.00000","-6.51844","3.36303"
"26.05000","-6.53094","3.37232"
"26.10000","-6.54344","3.37359"
"26.15000","-6.55641","3.35740"
"26.20000","-6.56844","3.38427"
"26.25000","-6.58094","3.39706"
"26.30000","-6.59375","3.39262"
"26.35000","-6.60609","3.35778"
"26.40000","-6.61875","3.36753"
"26.45000","-6.63125","3.35028"
"26.50000","-6.64359","3.37209"
"26.55000","-6.65625","3.37320"
"26.60000","-6.66875","3.39436"
"26.65000","-6.68109","3.39599"
"26.70000","-6.69406","3.37949"
"26.75000","-6.70641","3.37657"
"26.80000","-6.71891","3.41029"
"26.85000","-6.73172","3.39037"
"26.90000","-6.74359","3.37986"
"26.95000","-6.75656","3.38877"
"27.00000","-6.76922","3.38593"
"27.05000","-6.78141","3.33756"
"27.10000","-6.79422","3.38124"
"27.15000","-6.80672","3.36572"
"27.20000","-6.81906","3.38644"
"27.25000","-6.83172","3.39544"
"27.30000","-6.84422","3.39519"
"27.35000","-6.85672","3.38924"
"27.40000","-6.86953","3.39615"
"27.45000","-6.88187","3.39592"
"27.50000","-6.89422","3.37751"
"27.55000","-6.90703","3.35114"
"27.60000","-6.91922","3.34154"
"27.65000","-6.93203","3.36252"
"27.70000","-6.94469","3.38587"
"27.75000","-6.95687","3.38333"
"27.80000","-6.96969","3.39286"
"27.85000","-6.98203","3.40023"
"27.90000","-6.99469","3.39504"
"27.95000","-7.00750","3.38643"
"28.00000","-7.01984","3.38986"
"28.05000","-7.03250","3.37158"
"28.10000","-7.04516","3.38732"
"28.15000","-7.05734","3.37867"
"28.20000","-7.06984","3.37230"
"28.25000","-7.08266","3.37380"
"28.30000","-7.09484","3.38501"
"28.35000","-7.10750","3.41387"
"28.40000","-7.12016","3.37145"
"28.45000","-7.13219","3.34714"
"28.50000","-7.14531","3.34145"
"28.55000","-7.15766","3.32513"
"28.60000","-7.17016","3.34171"
"28.65000","-7.18313","3.34132"
"28.70000","-7.19516","3.32664"
"28.75000","-7.20781","3.34369"
"28.80000","-7.22047","3.35904"
"28.85000","-7.23281","3.33281"
"28.90000","-7.24547","3.33351"
"28.95000","-7.25797","3.34721"
"29.00000","-7.27031","3.35934"
"29.05000","-7.28297","3.34128"
"29.10000","-7.29547","3.34880"
"29.15000","-7.30781","3.38037"
"29.20000","-7.32094","3.35128"
"29.25000","-7.33312","3.33622"
"29.30000","-7.34578","3.35691"
"29.35000","-7.35844","3.35219"
"29.40000","-7.37047","3.37567"
"29.45000","-7.38328","3.35564"
"29.50000","-7.39594","3.31562"
"29.55000","-7.40828","3.31167"
"29.59800","-7.42047","3.36101"
