Text Inputs : Specimen label,"G3NC_1_DRY"
"4.65000","-1.14672","-25.82245"
"4.70000","-1.15891","-26.01830"
"4.75000","-1.17156","-26.34487"
"4.80000","-1.18359","-26.63326"
"4.85000","-1.19609","-26.91824"
"4.90000","-1.20844","-27.22796"
"4.95000","-1.22047","-27.48988"
"5.00000","-1.23312","-27.81270"
"5.05000","-1.24516","-28.09358"
"5.10000","-1.25766","-28.35927"
"5.15000","-1.27016","-28.64604"
"5.20000","-1.28250","-28.93839"
"5.25000","-1.29484","-29.23847"
"5.30000","-1.30734","-29.52346"
"5.35000","-1.31938","-29.81170"
"5.40000","-1.33172","-30.06323"
"5.45000","-1.34422","-30.39278"
"5.50000","-1.35641","-30.65128"
"5.55000","-1.36875","-30.97994"
"5.60000","-1.38125","-31.26088"
"5.65000","-1.39313","-31.49228"
"5.70000","-1.40578","-31.76656"
"5.75000","-1.41813","-32.08789"
"5.80000","-1.43031","-32.37452"
"5.85000","-1.44297","-32.62996"
"5.90000","-1.45500","-32.94839"
"5.95000","-1.46719","-33.23071"
"6.00000","-1.47984","-33.50761"
"6.05000","-1.49188","-33.79295"
"6.10000","-1.50438","-34.08056"
"6.15000","-1.51672","-34.33221"
"6.20000","-1.52891","-34.64177"
"6.25000","-1.54125","-34.90127"
"6.30000","-1.55375","-35.19076"
"6.35000","-1.56578","-35.46224"
"6.40000","-1.57844","-35.77422"
"6.45000","-1.59078","-36.07292"
"6.50000","-1.60281","-36.32532"
"6.55000","-1.61547","-36.66604"
"6.60000","-1.62766","-36.90554"
"6.65000","-1.63984","-37.21708"
"6.70000","-1.65250","-37.47047"
"6.75000","-1.66453","-37.79417"
"6.80000","-1.67703","-38.07634"
"6.85000","-1.68953","-38.38683"
"6.90000","-1.70156","-38.66580"
"6.95000","-1.71391","-38.91853"
"7.00000","-1.72641","-39.21950"
"7.05000","-1.73859","-39.50955"
"7.10000","-1.75094","-39.82006"
"7.15000","-1.76359","-40.07887"
"7.20000","-1.77547","-40.39487"
"7.25000","-1.78797","-40.65300"
"7.30000","-1.80031","-40.99003"
"7.35000","-1.81234","-41.24767"
"7.40000","-1.82531","-41.54371"
"7.45000","-1.83719","-41.82873"
"7.50000","-1.84953","-42.14950"
"7.55000","-1.86203","-42.43751"
"7.60000","-1.87406","-42.69259"
"7.65000","-1.88656","-42.98881"
"7.70000","-1.89906","-43.28896"
"7.75000","-1.91125","-43.56203"
"7.80000","-1.92375","-43.84228"
"7.85000","-1.93609","-44.16712"
"7.90000","-1.94812","-44.41219"
"7.95000","-1.96063","-44.69277"
"8.00000","-1.97313","-44.98846"
"8.05000","-1.98500","-45.29266"
"8.10000","-1.99766","-45.56494"
"8.15000","-2.01000","-45.87546"
"8.20000","-2.02187","-46.13002"
"8.25000","-2.03469","-46.40844"
"8.30000","-2.04687","-46.71529"
"8.35000","-2.05922","-46.97471"
"8.40000","-2.07203","-47.24671"
"8.45000","-2.08375","-47.53916"
"8.50000","-2.09609","-47.81925"
"8.55000","-2.10859","-48.14118"
"8.60000","-2.12078","-48.37686"
"8.65000","-2.13328","-48.66987"
"8.70000","-2.14562","-48.94713"
"8.75000","-2.15766","-49.21034"
"8.80000","-2.17016","-49.50364"
"8.85000","-2.18250","-49.81247"
"8.90000","-2.19469","-50.09225"
"8.95000","-2.20734","-50.36257"
"9.00000","-2.21953","-50.66679"
"9.05000","-2.23187","-50.95618"
"9.10000","-2.24453","-51.24803"
"9.15000","-2.25625","-51.51598"
"9.20000","-2.26875","-51.78627"
"9.25000","-2.28141","-52.09319"
"9.30000","-2.29328","-52.36585"
"9.35000","-2.30578","-52.63962"
"9.40000","-2.31812","-52.94742"
"9.45000","-2.33031","-53.20652"
"9.50000","-2.34266","-53.46146"
"9.55000","-2.35531","-53.75862"
"9.60000","-2.36734","-54.01290"
"9.65000","-2.37984","-54.30239"
"9.70000","-2.39234","-54.59493"
"9.75000","-2.40438","-54.82844"
"9.80000","-2.41687","-55.17182"
"9.85000","-2.42922","-55.43965"
"9.90000","-2.44141","-55.70010"
"9.95000","-2.45406","-55.99399"
"10.00000","-2.46594","-56.25232"
"10.05000","-2.47844","-56.53184"
"10.10000","-2.49078","-56.80372"
"10.15000","-2.50281","-57.07929"
"10.20000","-2.51547","-57.34596"
"10.25000","-2.52781","-57.62571"
"10.30000","-2.54016","-57.89683"
"10.35000","-2.55266","-58.17383"
"10.40000","-2.56469","-58.42764"
"10.45000","-2.57688","-58.69402"
"10.50000","-2.58953","-58.96288"
"10.55000","-2.60172","-59.25499"
"10.60000","-2.61391","-59.50771"
"10.65000","-2.62656","-59.79439"
"10.70000","-2.63859","-60.06474"
"10.75000","-2.65094","-60.32165"
"10.80000","-2.66359","-60.64780"
"10.85000","-2.67547","-60.86278"
"10.90000","-2.68828","-61.09593"
"10.95000","-2.70062","-61.38092"
"11.00000","-2.71250","-61.65490"
"11.05000","-2.72516","-61.91092"
"11.10000","-2.73734","-62.18911"
"11.15000","-2.74969","-62.44856"
"11.20000","-2.76219","-62.73180"
"11.25000","-2.77422","-62.97096"
"11.30000","-2.78641","-63.25045"
"11.35000","-2.79922","-63.48867"
"11.40000","-2.81125","-63.79096"
"11.45000","-2.82359","-64.04161"
"11.50000","-2.83641","-64.30623"
"11.55000","-2.84828","-64.56262"
"11.60000","-2.86078","-64.85584"
"11.65000","-2.87313","-65.07226"
"11.70000","-2.88500","-65.33574"
"11.75000","-2.89781","-65.62041"
"11.80000","-2.91016","-65.85777"
"11.85000","-2.92219","-66.11065"
"11.90000","-2.93469","-66.41089"
"11.95000","-2.94703","-66.66816"
"12.00000","-2.95922","-66.90774"
"12.05000","-2.97188","-67.18750"
"12.10000","-2.98406","-67.43518"
"12.15000","-2.99641","-67.65920"
"12.20000","-3.00906","-67.97967"
"12.25000","-3.02094","-68.20969"
"12.30000","-3.03313","-68.48063"
"12.35000","-3.04594","-68.74705"
"12.40000","-3.05781","-69.01227"
"12.45000","-3.07047","-69.26765"
"12.50000","-3.08281","-69.51578"
"12.55000","-3.09469","-69.77106"
"12.60000","-3.10734","-70.03535"
"12.65000","-3.11938","-70.30569"
"12.70000","-3.13172","-70.51572"
"12.75000","-3.14453","-70.78174"
"12.80000","-3.15672","-71.07655"
"12.85000","-3.16906","-71.32004"
"12.90000","-3.18156","-71.57308"
"12.95000","-3.19344","-71.81045"
"13.00000","-3.20563","-72.06528"
"13.05000","-3.21844","-72.34553"
"13.10000","-3.23047","-72.58510"
"13.15000","-3.24281","-72.83371"
"13.20000","-3.25547","-73.09321"
"13.25000","-3.26734","-73.35973"
"13.30000","-3.27984","-73.60892"
"13.35000","-3.29234","-73.85293"
"13.40000","-3.30438","-74.11898"
"13.45000","-3.31719","-74.37046"
"13.50000","-3.32938","-74.64048"
"13.55000","-3.34156","-74.85883"
"13.60000","-3.35406","-75.12792"
"13.65000","-3.36625","-75.39675"
"13.70000","-3.37859","-75.60593"
"13.75000","-3.39109","-75.83977"
"13.80000","-3.40313","-76.07728"
"13.85000","-3.41547","-76.32163"
"13.90000","-3.42797","-76.61279"
"13.95000","-3.44000","-76.85071"
"14.00000","-3.45266","-77.10529"
"14.05000","-3.46516","-77.37128"
"14.10000","-3.47703","-77.61709"
"14.15000","-3.48969","-77.90660"
"14.20000","-3.50188","-78.14334"
"14.25000","-3.51391","-78.37371"
"14.30000","-3.52672","-78.66662"
"14.35000","-3.53875","-78.96399"
"14.40000","-3.55109","-79.17588"
"14.45000","-3.56359","-79.47060"
"14.50000","-3.57563","-79.69914"
"14.55000","-3.58813","-79.97693"
"14.60000","-3.60063","-80.24310"
"14.65000","-3.61266","-80.49944"
"14.70000","-3.62516","-80.74568"
"14.75000","-3.63781","-80.96995"
"14.80000","-3.64969","-81.29035"
"14.85000","-3.66219","-81.52404"
"14.90000","-3.67469","-81.78768"
"14.95000","-3.68656","-82.01187"
"15.00000","-3.69938","-82.26993"
"15.05000","-3.71156","-82.54727"
"15.10000","-3.72359","-82.79648"
"15.15000","-3.73625","-83.05743"
"15.20000","-3.74812","-83.33892"
"15.25000","-3.76078","-83.59589"
"15.30000","-3.77344","-83.88299"
"15.35000","-3.78547","-84.13495"
"15.40000","-3.79797","-84.38166"
"15.45000","-3.81031","-84.67710"
"15.50000","-3.82234","-84.93842"
"15.55000","-3.83469","-85.19386"
"15.60000","-3.84719","-85.46924"
"15.65000","-3.85922","-85.74657"
"15.70000","-3.87188","-86.01088"
"15.75000","-3.88406","-86.27226"
"15.80000","-3.89609","-86.48472"
"15.85000","-3.90891","-86.75971"
"15.90000","-3.92094","-87.03037"
"15.95000","-3.93344","-87.26340"
"16.00000","-3.94609","-87.52540"
"16.05000","-3.95813","-87.82295"
"16.10000","-3.97047","-88.03968"
"16.15000","-3.98281","-88.26979"
"16.20000","-3.99500","-88.55701"
"16.25000","-4.00734","-88.79784"
"16.30000","-4.01984","-89.04113"
"16.35000","-4.03203","-89.30628"
"16.40000","-4.04437","-89.55505"
"16.45000","-4.05672","-89.76668"
"16.50000","-4.06891","-90.04246"
"16.55000","-4.08156","-90.28669"
"16.60000","-4.09391","-90.50013"
"16.65000","-4.10594","-90.74039"
"16.70000","-4.11859","-90.98065"
"16.75000","-4.13047","-91.20874"
"16.80000","-4.14297","-91.42260"
"16.85000","-4.15563","-91.68652"
"16.90000","-4.16750","-91.91167"
"16.95000","-4.18000","-92.12969"
"17.00000","-4.19234","-92.41284"
"17.05000","-4.20453","-92.66593"
"17.10000","-4.21687","-92.89966"
"17.15000","-4.22938","-93.18685"
"17.20000","-4.24156","-93.41108"
"17.25000","-4.25406","-93.69216"
"17.30000","-4.26641","-93.95267"
"17.35000","-4.27844","-94.18898"
"17.40000","-4.29109","-94.45885"
"17.45000","-4.30328","-94.71052"
"17.50000","-4.31562","-94.97236"
"17.55000","-4.32828","-95.22883"
"17.60000","-4.34016","-95.49992"
"17.65000","-4.35266","-95.74751"
"17.70000","-4.36500","-96.02508"
"17.75000","-4.37703","-96.22210"
"17.80000","-4.38969","-96.51681"
"17.85000","-4.40203","-96.79854"
"17.90000","-4.41422","-97.00719"
"17.95000","-4.42672","-97.23180"
"18.00000","-4.43906","-97.47530"
"18.05000","-4.45125","-97.72557"
"18.10000","-4.46375","-97.92237"
"18.15000","-4.47594","-98.18183"
"18.20000","-4.48812","-98.40840"
"18.25000","-4.50078","-98.62551"
"18.30000","-4.51297","-98.84408"
"18.35000","-4.52516","-99.04172"
"18.40000","-4.53781","-99.29020"
"18.45000","-4.54984","-99.51266"
"18.50000","-4.56234","-99.75801"
"18.55000","-4.57484","-99.98662"
"18.60000","-4.58687","-100.23520"
"18.65000","-4.59938","-100.48526"
"18.70000","-4.61156","-100.72247"
"18.75000","-4.62391","-100.96205"
"18.80000","-4.63625","-101.23899"
"18.85000","-4.64859","-101.51189"
"18.90000","-4.66078","-101.73431"
"18.95000","-4.67328","-101.98408"
"19.00000","-4.68547","-102.23120"
"19.05000","-4.69781","-102.45150"
"19.10000","-4.71047","-102.71498"
"19.15000","-4.72250","-102.89283"
"19.20000","-4.73500","-103.08965"
"19.25000","-4.74750","-103.32848"
"19.30000","-4.75938","-103.56098"
"19.35000","-4.77188","-103.74242"
"19.40000","-4.78422","-103.99164"
"19.45000","-4.79641","-104.22239"
"19.50000","-4.80891","-104.44119"
"19.55000","-4.82109","-104.67495"
"19.60000","-4.83328","-104.89167"
"19.65000","-4.84578","-105.12673"
"19.70000","-4.85828","-105.35502"
"19.75000","-4.87047","-105.58101"
"19.80000","-4.88312","-105.84492"
"19.85000","-4.89516","-106.08141"
"19.90000","-4.90734","-106.29057"
"19.95000","-4.92000","-106.56710"
"20.00000","-4.93203","-106.80299"
"20.05000","-4.94453","-107.05171"
"20.10000","-4.95703","-107.27042"
"20.15000","-4.96891","-107.47334"
"20.20000","-4.98156","-107.70381"
"20.25000","-4.99375","-107.95539"
"20.30000","-5.00609","-108.11605"
"20.35000","-5.01875","-108.36295"
"20.40000","-5.03094","-108.57617"
"20.45000","-5.04328","-108.76075"
"20.50000","-5.05562","-108.99583"
"20.55000","-5.06781","-109.17025"
"20.60000","-5.08000","-109.34793"
"20.65000","-5.09266","-109.59271"
"20.70000","-5.10484","-109.80669"
"20.75000","-5.11703","-109.93739"
"20.80000","-5.12969","-110.19455"
"20.85000","-5.14156","-110.37919"
"20.90000","-5.15406","-110.58829"
"20.95000","-5.16641","-110.82561"
"21.00000","-5.17859","-111.01690"
"21.05000","-5.19125","-111.22851"
"21.10000","-5.20344","-111.46267"
"21.15000","-5.21578","-111.64012"
"21.20000","-5.22828","-111.87532"
"21.25000","-5.24031","-112.10373"
"21.30000","-5.25281","-112.30784"
"21.35000","-5.26531","-112.53285"
"21.40000","-5.27750","-112.72867"
"21.45000","-5.28969","-112.94343"
"21.50000","-5.30219","-113.14642"
"21.55000","-5.31422","-113.34597"
"21.60000","-5.32672","-113.56001"
"21.65000","-5.33922","-113.76983"
"21.70000","-5.35141","-113.95486"
"21.75000","-5.36391","-114.16034"
"21.80000","-5.37594","-114.42412"
"21.85000","-5.38828","-114.61281"
"21.90000","-5.40094","-114.84154"
"21.95000","-5.41297","-115.07709"
"22.00000","-5.42531","-115.24116"
"22.05000","-5.43781","-115.47032"
"22.10000","-5.45000","-115.66115"
"22.15000","-5.46219","-115.83854"
"22.20000","-5.47469","-116.07866"
"22.25000","-5.48703","-116.20401"
"22.30000","-5.49938","-116.39534"
"22.35000","-5.51188","-116.57476"
"22.40000","-5.52391","-116.78992"
"22.45000","-5.53641","-116.97391"
"22.50000","-5.54891","-117.15995"
"22.55000","-5.56078","-117.35154"
"22.60000","-5.57359","-117.51710"
"22.65000","-5.58578","-117.75296"
"22.70000","-5.59781","-117.88791"
"22.75000","-5.61031","-118.12249"
"22.80000","-5.62234","-118.33812"
"22.85000","-5.63500","-118.54616"
"22.90000","-5.64766","-118.77710"
"22.95000","-5.65969","-119.00689"
"23.00000","-5.67219","-119.23261"
"23.05000","-5.68453","-119.43081"
"23.10000","-5.69656","-119.65053"
"23.15000","-5.70906","-119.87923"
"23.20000","-5.72141","-120.09799"
"23.25000","-5.73344","-120.29735"
"23.30000","-5.74594","-120.49193"
"23.35000","-5.75844","-120.65633"
"23.40000","-5.77031","-120.79265"
"23.45000","-5.78297","-121.01812"
"23.50000","-5.79516","-121.22110"
"23.55000","-5.80766","-121.38811"
"23.60000","-5.82031","-121.60305"
"23.65000","-5.83234","-121.75809"
"23.70000","-5.84453","-121.95705"
"23.75000","-5.85719","-122.12151"
"23.80000","-5.86922","-122.31163"
"23.85000","-5.88172","-122.51031"
"23.90000","-5.89422","-122.72380"
"23.95000","-5.90625","-122.88758"
"24.00000","-5.91859","-123.07559"
"24.05000","-5.93094","-123.25282"
"24.10000","-5.94313","-123.41438"
"24.15000","-5.95562","-123.63779"
"24.20000","-5.96813","-123.84354"
"24.25000","-5.98031","-124.00584"
"24.30000","-5.99297","-124.20392"
"24.35000","-6.00469","-124.31831"
"24.40000","-6.01719","-124.48007"
"24.45000","-6.02969","-124.65630"
"24.50000","-6.04188","-124.85141"
"24.55000","-6.05422","-124.99833"
"24.60000","-6.06656","-125.19987"
"24.65000","-6.07875","-125.31773"
"24.70000","-6.09109","-125.51984"
"24.75000","-6.10359","-125.68674"
"24.80000","-6.11578","-125.88174"
"24.85000","-6.12812","-126.00208"
"24.90000","-6.14078","-126.21532"
"24.95000","-6.15281","-126.38166"
"25.00000","-6.16531","-126.56170"
"25.05000","-6.17750","-126.80165"
"25.10000","-6.18969","-126.96574"
"25.15000","-6.20234","-127.17155"
"25.20000","-6.21422","-127.40416"
"25.25000","-6.22672","-127.58799"
"25.30000","-6.23922","-127.77366"
"25.35000","-6.25125","-127.91458"
"25.40000","-6.26391","-128.07096"
"25.45000","-6.27625","-128.20120"
"25.50000","-6.28859","-128.32840"
"25.55000","-6.30109","-128.44590"
"25.60000","-6.31328","-128.60195"
"25.65000","-6.32547","-128.75750"
"25.70000","-6.33797","-128.91816"
"25.75000","-6.35031","-129.06556"
"25.80000","-6.36250","-129.21263"
"25.85000","-6.37500","-129.38093"
"25.90000","-6.38703","-129.51548"
"25.95000","-6.39922","-129.63315"
"26.00000","-6.41203","-129.79068"
"26.05000","-6.42406","-129.96294"
"26.10000","-6.43656","-130.12086"
"26.15000","-6.44906","-130.28275"
"26.20000","-6.46109","-130.41820"
"26.25000","-6.47359","-130.63138"
"26.30000","-6.48578","-130.81508"
"26.35000","-6.49812","-131.04120"
"26.40000","-6.51063","-131.26149"
"26.45000","-6.52281","-131.42145"
"26.50000","-6.53500","-131.57538"
"26.55000","-6.54797","-99.79750"
"26.60000","-6.56031","7.93882"
"26.65000","-6.57234","3.63087"
"26.70000","-6.58500","3.00946"
"26.75000","-6.59687","3.20523"
"26.80000","-6.60922","3.16365"
"26.85000","-6.62172","3.17197"
"26.90000","-6.63344","3.16627"
"26.95000","-6.64609","3.18607"
"27.00000","-6.65859","3.18273"
"27.05000","-6.67062","3.16816"
"27.10000","-6.68313","3.17094"
"27.15000","-6.69531","3.18565"
"27.20000","-6.70750","3.19710"
"27.25000","-6.72000","3.16420"
"27.30000","-6.73234","3.17313"
"27.35000","-6.74469","3.17416"
"27.40000","-6.75719","3.17431"
"27.45000","-6.76953","3.17038"
"27.50000","-6.78156","3.18997"
"27.55000","-6.79422","3.15528"
"27.60000","-6.80625","3.16728"
"27.65000","-6.81875","3.15696"
"27.70000","-6.83125","3.19297"
"27.75000","-6.84312","3.21548"
"27.80000","-6.85578","3.16858"
"27.85000","-6.86797","3.17455"
"27.90000","-6.88016","3.16873"
"27.95000","-6.89297","3.17779"
"28.00000","-6.90500","3.18057"
"28.05000","-6.91750","3.17405"
"28.10000","-6.93000","3.18568"
"28.15000","-6.94203","3.16865"
"28.20000","-6.95422","3.18262"
"28.25000","-6.96687","3.19031"
"28.30000","-6.97906","3.17016"
"28.35000","-6.99125","3.18353"
"28.40000","-7.00391","3.15728"
"28.45000","-7.01578","3.17883"
"28.50000","-7.02828","3.17626"
"28.55000","-7.04078","3.18397"
"28.60000","-7.05281","3.16739"
"28.65000","-7.06547","3.18260"
"28.70000","-7.07781","3.17655"
"28.75000","-7.09000","3.20231"
"28.80000","-7.10250","3.18659"
"28.85000","-7.11453","3.16665"
"28.90000","-7.12688","3.15840"
"28.95000","-7.13953","3.18214"
"29.00000","-7.15156","3.16920"
"29.05000","-7.16375","3.16630"
"29.10000","-7.17641","3.18956"
"29.15000","-7.18844","3.18708"
"29.20000","-7.20094","3.16615"
"29.25000","-7.21359","3.14218"
"29.30000","-7.22547","3.14732"
"29.35000","-7.23812","3.18667"
"29.40000","-7.25047","3.15771"
"29.45000","-7.26234","3.19831"
"29.50000","-7.27516","3.17960"
"29.55000","-7.28734","3.17879"
"29.60000","-7.29953","3.16712"
"29.65000","-7.31203","3.20217"
"29.70000","-7.32406","3.15767"
"29.75000","-7.33641","3.18895"
"29.80000","-7.34906","3.19018"
"29.85000","-7.36125","3.15658"
"29.90000","-7.37359","3.18377"
"29.95000","-7.38625","3.17903"
"30.00000","-7.39828","3.16158"
"30.05000","-7.41062","3.16377"
"30.10000","-7.42297","3.17609"
"30.10600","-7.42453","3.17362"
